videoid,contentUrl,duration,page_dir,name,duration_seconds,cleaned_name,cluster,merged_dir
1011917852,https://ak.picdn.net/shutterstock/videos/1011917852/preview/stock-footage-sun-setting-over-the-empty-tropical-sandy-beach-and-beautiful-calm-sea-on-cloudy-day-drone-aerial.mp4,PT00H00M08S,005101_005150,"Sun setting over the empty tropical sandy beach and beautiful calm sea on cloudy day, drone aerial",8.0,sun setting empty tropical sandy beach beautiful calm sea cloudy day drone aerial,2,005101_005150
1049667928,https://ak.picdn.net/shutterstock/videos/1049667928/preview/stock-footage-fantastic-panoramic-view-large-old-deep-pine-forest-crossed-by-modern-highway-against-light-sky.mp4,PT00H00M15S,005101_005150,Fantastic panoramic view large old deep pine forest crossed by modern highway against light sky,15.0,fantastic panoramic view large old deep pine forest crossed modern highway light sky,2,005101_005150
13145714,https://ak.picdn.net/shutterstock/videos/13145714/preview/stock-footage-rural-road-drive-pov-on-alps-mountain-peak-with-summer-snow-glacier-uhd-k-stock-footage.mp4,PT00H00M24S,005101_005150,"Rural road drive pov on alps mountain peak, with summer snow glacier. uhd 4k stock footage",24.0,rural road drive pov alp mountain peak summer snow glacier uhd k stock footage,2,005101_005150
1027340756,https://ak.picdn.net/shutterstock/videos/1027340756/preview/stock-footage-lovers-gently-touch-each-other-s-hands-on-the-background-of-a-beautiful-landscape-close-up-of-the.mp4,PT00H00M06S,005101_005150,Lovers gently touch each other's hands on the background of a beautiful landscape. close-up of the hands of lovers. that's a nice frame. love.,6.0,lover gently touch others hand background beautiful landscape closeup hand lover thats nice frame love,2,005101_005150
1040760554,https://ak.picdn.net/shutterstock/videos/1040760554/preview/stock-footage-futuristic-digital-hexagon-chemical-technology-element-concept-blue-dynamic-chemical-formula-like.mp4,PT00H00M10S,005101_005150,"Futuristic digital hexagon chemical technology element concept. 
blue dynamic chemical formula like a honeycombs shape.",10.0,futuristic digital hexagon chemical technology element concept blue dynamic chemical formula like honeycomb shape,2,005101_005150
26470958,https://ak.picdn.net/shutterstock/videos/26470958/preview/stock-footage-the-old-city-hall-is-a-romanesque-civic-building-and-court-house-in-toronto-ontario-canada-it.mp4,PT00H00M05S,005101_005150,"The old city hall is a romanesque civic building and court house in toronto, ontario, canada. it was the home of the toronto city council from 1899 to 1966 and remains one of the city's landmarks.
",5.0,old city hall romanesque civic building court house toronto ontario canada home toronto city council remains one city landmark,2,005101_005150
1045569529,https://ak.picdn.net/shutterstock/videos/1045569529/preview/stock-footage-aerial-view-dry-river-beds-at-negev-desert-israel.mp4,PT00H00M26S,005101_005150,Aerial view dry river beds at negev desert. israel.,26.0,aerial view dry river bed negev desert israel,2,005101_005150
1030781270,https://ak.picdn.net/shutterstock/videos/1030781270/preview/stock-footage-motion-light-and-particles-on-red-background-loop.mp4,PT00H00M20S,005101_005150,"Motion light and particles on red background, loop",20.0,motion light particle red background loop,2,005101_005150
1016158153,https://ak.picdn.net/shutterstock/videos/1016158153/preview/stock-footage-close-up-of-active-senior-caucasian-man-talking-on-mobile-phone-in-the-city.mp4,PT00H00M11S,005101_005150,Close up of active senior caucasian man talking on mobile phone in the city ,11.0,close active senior caucasian man talking mobile phone city,2,005101_005150
1025909102,https://ak.picdn.net/shutterstock/videos/1025909102/preview/stock-footage-tilt-up-close-up-shot-of-happy-beautiful-asian-woman-sitting-at-cafe-table-with-cake-and-tea-and.mp4,PT00H00M12S,005101_005150,Tilt up close-up shot of happy beautiful asian woman sitting at cafe table with cake and tea and chatting with boyfriend,12.0,tilt closeup shot happy beautiful asian woman sitting cafe table cake tea chatting boyfriend,2,005101_005150
15472873,https://ak.picdn.net/shutterstock/videos/15472873/preview/stock-footage-sunset-flat-animation-concept-logo-with-alpha-channel.mp4,PT00H00M14S,005101_005150,"Sunset flat animation concept, logo, with alpha channel",14.0,sunset flat animation concept logo alpha channel,2,005101_005150
6273014,https://ak.picdn.net/shutterstock/videos/6273014/preview/stock-footage-man-on-top-of-the-cliff-throwing-rocks-into-ocean.mp4,PT00H00M09S,005101_005150,Man on top of the cliff throwing rocks into ocean,9.0,man top cliff throwing rock ocean,2,005101_005150
29666044,https://ak.picdn.net/shutterstock/videos/29666044/preview/stock-footage-water-flowing-from-main-pipe-damage-in-underground-flow-down-the-drain.mp4,PT00H00M20S,005101_005150,Water flowing from main pipe damage in underground flow down the drain.,20.0,water flowing main pipe damage underground flow drain,2,005101_005150
27622060,https://ak.picdn.net/shutterstock/videos/27622060/preview/stock-footage-young-attractive-bearded-man-architect-working-at-a-desk-in-the-office.mp4,PT00H00M09S,005101_005150,Young attractive bearded man architect working at a desk in the office,9.0,young attractive bearded man architect working desk office,2,005101_005150
1026363983,https://ak.picdn.net/shutterstock/videos/1026363983/preview/stock-footage-chicago-s-landmarks-on-globe-animation.mp4,PT00H00M10S,005101_005150,Chicago's landmarks on globe animation,10.0,chicago landmark globe animation,2,005101_005150
1028771030,https://ak.picdn.net/shutterstock/videos/1028771030/preview/stock-footage-wooden-floor-with-dark-shadows.mp4,PT00H00M08S,005101_005150,Wooden floor with dark shadows ,8.0,wooden floor dark shadow,2,005101_005150
1062994753,https://ak.picdn.net/shutterstock/videos/1062994753/preview/stock-footage-feet-in-white-sneakers-walk-on-a-winter-road-frozen-asphalt.mp4,PT00H00M11S,005101_005150,"Feet in white sneakers walk on a winter road, frozen asphalt",11.0,foot white sneaker walk winter road frozen asphalt,2,005101_005150
1012360391,https://ak.picdn.net/shutterstock/videos/1012360391/preview/stock-footage-the-beautiful-woman-in-a-hat-with-a-red-backpack-goes-along-the-road.mp4,PT00H00M23S,005101_005150,The beautiful woman in a hat with a red backpack goes along the road.,23.0,beautiful woman hat red backpack go along road,2,005101_005150
15744226,https://ak.picdn.net/shutterstock/videos/15744226/preview/stock-footage-attractive-girl-in-bath-with-milk-and-rose-petals-spa-treatments-for-skin-rejuvenation-alluring.mp4,PT00H00M26S,005101_005150,Attractive girl in bath with milk and rose petals. spa treatments for skin rejuvenation. alluring woman with bright makeup in spa salon. pretty sexy brunet relaxing in jacuzzi with red flower petals.,26.0,attractive girl bath milk rose petal spa treatment skin rejuvenation alluring woman bright makeup spa salon pretty sexy brunet relaxing jacuzzi red flower petal,2,005101_005150
23471356,https://ak.picdn.net/shutterstock/videos/23471356/preview/stock-footage-yellow-duckling-newborn-coming-out-of-its-egg.mp4,PT00H00M07S,005101_005150,Yellow duckling newborn coming out of its egg,7.0,yellow duckling newborn coming egg,2,005101_005150
1018456546,https://ak.picdn.net/shutterstock/videos/1018456546/preview/stock-footage-yellow-pea-stew-stewed-split-peas.mp4,PT00H00M19S,005101_005150,Yellow pea stew stewed split peas,19.0,yellow pea stew stewed split pea,2,005101_005150
1019724994,https://ak.picdn.net/shutterstock/videos/1019724994/preview/stock-footage-earth-rotation-partially-in-shade-and-partially-in-light-texture-from-nasa.mp4,PT00H00M18S,005101_005150,"Earth rotation partially in shade and partially in light

texture from nasa
",18.0,earth rotation partially shade partially light texture nasa,2,005101_005150
1023084424,https://ak.picdn.net/shutterstock/videos/1023084424/preview/stock-footage-cali-colombia-may-tissue-paper-flowers-created-on-white-table.mp4,PT00H00M16S,005101_005150,"Cali, colombia - may 24, 2018: tissue paper flowers created on white table",16.0,cali colombia may tissue paper flower created white table,2,005101_005150
25238375,https://ak.picdn.net/shutterstock/videos/25238375/preview/stock-footage-working-hard-pays-off-a-lot.mp4,PT00H00M13S,005101_005150,Working hard pays off a lot ,13.0,working hard pay lot,2,005101_005150
13040003,https://ak.picdn.net/shutterstock/videos/13040003/preview/stock-footage-manufacturing-step-bow.mp4,PT00H00M13S,005101_005150,Manufacturing step bow,13.0,manufacturing step bow,2,005101_005150
1008974342,https://ak.picdn.net/shutterstock/videos/1008974342/preview/stock-footage-the-man-wears-a-butterfly.mp4,PT00H00M09S,005101_005150,The man wears a butterfly,9.0,man wear butterfly,2,005101_005150
1043255875,https://ak.picdn.net/shutterstock/videos/1043255875/preview/stock-footage-young-female-feminist-with-megaphone-promoting-feminism.mp4,PT00H00M15S,005101_005150,Young female feminist with megaphone promoting feminism.,15.0,young female feminist megaphone promoting feminism,2,005101_005150
5472029,https://ak.picdn.net/shutterstock/videos/5472029/preview/stock-footage-edited-footage-of-a-lightning-storm.mp4,PT00H00M17S,005101_005150,Edited footage of a lightning storm.,17.0,edited footage lightning storm,2,005101_005150
1030478327,https://ak.picdn.net/shutterstock/videos/1030478327/preview/stock-footage-isfahan-iran-couples-play-in-goose-paddle-boats-just-above-the-si-o-se-pol-dam.mp4,PT00H00M20S,005101_005150,"Isfahan, iran - 2019-04-12 - couples play in goose paddle boats just above the si-o-se-pol dam.",20.0,isfahan iran couple play goose paddle boat siosepol dam,2,005101_005150
10701092,https://ak.picdn.net/shutterstock/videos/10701092/preview/stock-footage-qatar-flag-with-fabric-structure-against-a-cloudy-sky-k-loop.mp4,PT00H00M30S,005101_005150,"Qatar flag with fabric structure against a cloudy sky (4k, loop) ",30.0,qatar flag fabric structure cloudy sky k loop,2,005101_005150
34713307,https://ak.picdn.net/shutterstock/videos/34713307/preview/stock-footage-heartbroken-alone-sad-young-romantic-man-guy.mp4,PT00H00M07S,005101_005150,Heartbroken alone sad young romantic man guy.,7.0,heartbroken alone sad young romantic man guy,2,005101_005150
1018968040,https://ak.picdn.net/shutterstock/videos/1018968040/preview/stock-footage--k-abstract-christmas-festive-multicolor-motion-background-with-defocused-round-glowing-bokeh.mp4,PT00H00M20S,005101_005150,4k abstract christmas festive multicolor motion background with defocused round glowing bokeh lights. particle shine. xmas 2019,20.0,k abstract christmas festive multicolor motion background defocused round glowing bokeh light particle shine xmas,2,005101_005150
33095185,https://ak.picdn.net/shutterstock/videos/33095185/preview/stock-footage-time-lapse-wat-suan-dorg-temple-chiang-mai-province-thailand.mp4,PT00H00M14S,005101_005150,"Time lapse wat suan dorg temple , chiang mai province , thailand",14.0,time lapse wat suan dorg temple chiang mai province thailand,2,005101_005150
1045902079,https://ak.picdn.net/shutterstock/videos/1045902079/preview/stock-footage-aerial-view-of-tulip-planted-fields-in-the-dronten-area-spring-in-the-netherlands.mp4,PT00H00M31S,005101_005150,Aerial view of tulip planted fields in the dronten area. spring in the netherlands,31.0,aerial view tulip planted field dronten area spring netherlands,2,005101_005150
1020413926,https://ak.picdn.net/shutterstock/videos/1020413926/preview/stock-footage-rest-and-relaxation-young-caucasian-woman-listening-to-music-in-headphones-using-a-smartphone.mp4,PT00H00M11S,005101_005150,"Rest and relaxation, young caucasian woman listening to music in headphones using a smartphone sitting on the windowsill",11.0,rest relaxation young caucasian woman listening music headphone using smartphone sitting windowsill,2,005101_005150
22211461,https://ak.picdn.net/shutterstock/videos/22211461/preview/stock-footage-bali-august-balinese-male-female-cooking-traditional-healthy-nutritious-stir-fried.mp4,PT00H00M15S,005101_005150,Bali - august 2016: balinese male female cooking traditional healthy nutritious stir fried vegetables on outdoor wok indonesia south east asia,15.0,bali august balinese male female cooking traditional healthy nutritious stir fried vegetable outdoor wok indonesia south east asia,2,005101_005150
32314750,https://ak.picdn.net/shutterstock/videos/32314750/preview/stock-footage-tired-overwhelmed-manager-business-woman-indoor-office-yawning-clipboard-writing.mp4,PT00H00M14S,005101_005150,Tired overwhelmed manager business woman indoor office yawning clipboard writing,14.0,tired overwhelmed manager business woman indoor office yawning clipboard writing,2,005101_005150
1046266756,https://ak.picdn.net/shutterstock/videos/1046266756/preview/stock-footage-hagerstown-maryland-usa-rita-hayward-s-infancy-with-her-grandmother-and-actress-mother-in-the.mp4,PT00H00M05S,005101_005150,Hagerstown maryland usa-1961: rita hayward's infancy with her grandmother and actress mother in the 1930s,5.0,hagerstown maryland usa rita haywards infancy grandmother actress mother,2,005101_005150
1059044771,https://ak.picdn.net/shutterstock/videos/1059044771/preview/stock-footage-montepulciano-tuscany-italy-august-in-the-historic-center-the-best-wine-shops-attract.mp4,PT00H00M08S,005101_005150,"Montepulciano, tuscany, italy. august 2020. in the historic center, the best wine shops attract crowds of customers by displaying the best bottles of wine right outside the shop. tilt.",8.0,montepulciano tuscany italy august historic center best wine shop attract crowd customer displaying best bottle wine right outside shop tilt,2,005101_005150
19116904,https://ak.picdn.net/shutterstock/videos/19116904/preview/stock-footage-aerial-view-of-the-wairau-river-in-malborough-new-zealand.mp4,PT00H00M18S,005101_005150,"Aerial view of the wairau river in malborough, new zealand",18.0,aerial view wairau river malborough new zealand,2,005101_005150
1054849670,https://ak.picdn.net/shutterstock/videos/1054849670/preview/stock-footage-video-of-pouring-water-into-a-glass.mp4,PT00H00M18S,005101_005150,Video of pouring water into a glass.,18.0,video pouring water glass,2,005101_005150
1020240700,https://ak.picdn.net/shutterstock/videos/1020240700/preview/stock-footage-nature-video-slow-motion-of-the-rice-fields-in-the-rural-and-yellow-rice-trees-in-the-harvest.mp4,PT00H00M20S,005101_005150,Nature video slow motion of the rice fields in the rural and yellow rice trees in the harvest season are exposed to wind and sunshine in the morning of a good weather in agriculture concept.,20.0,nature video slow motion rice field rural yellow rice tree harvest season exposed wind sunshine morning good weather agriculture concept,2,005101_005150
1014660494,https://ak.picdn.net/shutterstock/videos/1014660494/preview/stock-footage-beautiful-happy-young-woman-taking-selfie-and-laughing-standing-on-grass-in-park-near-university.mp4,PT00H00M28S,005101_005150,"Beautiful happy young woman taking selfie and laughing, standing on grass in park near university background",28.0,beautiful happy young woman taking selfie laughing standing grass park near university background,2,005101_005150
1013797715,https://ak.picdn.net/shutterstock/videos/1013797715/preview/stock-footage-uncooked-eggs-rotating-and-closeup-nobody.mp4,PT00H00M31S,005101_005150,Uncooked eggs. rotating and closeup. nobody,31.0,uncooked egg rotating closeup nobody,2,005101_005150
1490827,https://ak.picdn.net/shutterstock/videos/1490827/preview/stock-footage-a-tawny-eagle-sits-on-his-perch-surveying-the-africa-countryside.mp4,PT00H00M19S,005101_005150,A tawny eagle sits on his perch surveying the africa countryside.,19.0,tawny eagle sits perch surveying africa countryside,2,005101_005150
19495777,https://ak.picdn.net/shutterstock/videos/19495777/preview/stock-footage-students-enter-g-mudd-hall-on-the-university-of-southern-california-campus-in-the-s-s.mp4,PT00H00M55S,005101_005150,Students enter g mudd hall on the university of southern california campus in the 1930s (1930s),55.0,student enter g mudd hall university southern california campus,2,005101_005150
10652003,https://ak.picdn.net/shutterstock/videos/10652003/preview/stock-footage-paris-france-june-triumphal-arch-in-paris-time-lapse-car-traffic-french-vehicles-drive.mp4,PT00H00M28S,005101_005150,"Paris, france - june 27, 2015 triumphal arch in paris time lapse car traffic, french vehicles drive in the city",28.0,paris france june triumphal arch paris time lapse car traffic french vehicle drive city,2,005101_005150
1010951984,https://ak.picdn.net/shutterstock/videos/1010951984/preview/stock-footage-two-snail-run-on-the-line-on-concrete-ground-subject-is-blurred.mp4,PT00H00M30S,005101_005150,Two snail run on the line on concrete ground. subject is blurred.,30.0,two snail run line concrete ground subject blurred,2,005101_005150
1054577831,https://ak.picdn.net/shutterstock/videos/1054577831/preview/stock-footage-falling-gold-coins-green-screen-motion-graphics.mp4,PT00H00M10S,005101_005150,Falling gold coins green screen motion graphics,10.0,falling gold coin green screen motion graphic,2,005101_005150
6302741,https://ak.picdn.net/shutterstock/videos/6302741/preview/stock-footage-caring-for-parents-child-hand-caress-parents-hands-family-together.mp4,PT00H00M21S,005101_005150,"Caring for parents, child hand caress parents hands, family together",21.0,caring parent child hand caress parent hand family together,2,005101_005150
1045393849,https://ak.picdn.net/shutterstock/videos/1045393849/preview/stock-footage-port-dickson-negeri-sembilan-malaysia-january-the-beaches-and-coastlines-of-the.mp4,PT00H00M10S,005101_005150,"Port dickson, negeri sembilan / malaysia - january 25, 2020: the beaches and coastlines of the seaside town port dickson",10.0,port dickson negeri sembilan malaysia january beach coastline seaside town port dickson,2,005101_005150
28850815,https://ak.picdn.net/shutterstock/videos/28850815/preview/stock-footage-aerial-view-of-combine-harvester-industrial-background-on-agricultural-theme-biofuel-production.mp4,PT00H00M18S,005101_005150,"Aerial view of combine harvester. industrial background on agricultural theme. biofuel production from above. agriculture and environment in european union. sowing field preparation, fertilizer",18.0,aerial view combine harvester industrial background agricultural theme biofuel production agriculture environment european union sowing field preparation fertilizer,2,005101_005150
1009960190,https://ak.picdn.net/shutterstock/videos/1009960190/preview/stock-footage-blue-lights-form-luminous-arabic-numerals-appear-then-disappear-electric-style-alpha-channel.mp4,PT00H00M25S,005101_005150,"Blue lights form luminous arabic numerals 4. appear, then disappear. electric style. alpha channel premultiplied - matted with color black",25.0,blue light form luminous arabic numeral appear disappear electric style alpha channel premultiplied matted color black,2,005101_005150
1034349521,https://ak.picdn.net/shutterstock/videos/1034349521/preview/stock-footage-glowing-organic-particles-loop-purple-non-cgi.mp4,PT00H00M41S,005101_005150,Glowing organic particles loop purple non cgi,41.0,glowing organic particle loop purple non cgi,2,005101_005150
1032830303,https://ak.picdn.net/shutterstock/videos/1032830303/preview/stock-footage-hand-holding-a-smartphone-and-writing-hello-background-of-sea-waves.mp4,PT00H00M21S,005101_005150,"Hand holding a smartphone and writing hello, background of sea waves",21.0,hand holding smartphone writing hello background sea wave,2,005101_005150
1025290472,https://ak.picdn.net/shutterstock/videos/1025290472/preview/stock-footage-the-lighter-in-working-gloves-unscrews-the-clamp-screw.mp4,PT00H00M11S,005101_005150,The lighter in working gloves unscrews the clamp screw,11.0,lighter working glove unscrews clamp screw,2,005101_005150
4787570,https://ak.picdn.net/shutterstock/videos/4787570/preview/stock-footage-sick-child-mother-nursing-petting-her-little-girl-kid-watching-tv-children.mp4,PT00H00M26S,005101_005150,"Sick child, mother nursing, petting her little girl, kid watching tv, children",26.0,sick child mother nursing petting little girl kid watching tv child,2,005101_005150
34348555,https://ak.picdn.net/shutterstock/videos/34348555/preview/stock-footage-aerial-view-on-the-top-of-monkey-hill-in-phuket-thailand.mp4,PT00H00M10S,005101_005150,"Aerial view on the top of monkey hill in phuket, thailand",10.0,aerial view top monkey hill phuket thailand,2,005101_005150
1049567677,https://ak.picdn.net/shutterstock/videos/1049567677/preview/stock-footage-car-drive-through-the-wood-car-s-side-view-mirror-road-car-rear-view-mirror-motion.mp4,PT00H00M12S,005101_005150,"Car drive through the wood, car's side view mirror. road car rear view mirror motion.
",12.0,car drive wood car side view mirror road car rear view mirror motion,2,005101_005150
3214624,https://ak.picdn.net/shutterstock/videos/3214624/preview/stock-footage-sunset-in-havelock-island-andaman-islands-india.mp4,PT00H00M23S,005101_005150,"Sunset in havelock island. andaman islands, india",23.0,sunset havelock island andaman island india,2,005101_005150
5679155,https://ak.picdn.net/shutterstock/videos/5679155/preview/stock-footage-panoramic-antalya-marina.mp4,PT00H00M42S,005101_005150,Panoramic antalya marina,42.0,panoramic antalya marina,2,005101_005150
26407541,https://ak.picdn.net/shutterstock/videos/26407541/preview/stock-footage-light-streaks-loop-will-work-great-for-any-video-project-requiring-a-magical-dynamic-and-fantastic.mp4,PT00H00M05S,005101_005150,"Light streaks loop will work great for any video project requiring a magical, dynamic and fantastic look. also you can use them in your vj sets to add colors to parties.
",5.0,light streak loop work great video project requiring magical dynamic fantastic look also use vj set add color party,2,005101_005150
1023554104,https://ak.picdn.net/shutterstock/videos/1023554104/preview/stock-footage-man-wearing-casual-outfit-drinking-coffee-and-reading-something-on-the-laptop-he-working-remotely.mp4,PT00H00M13S,005101_005150,"Man wearing casual outfit drinking coffee and reading something on the laptop, he working remotely at the cafeteria",13.0,man wearing casual outfit drinking coffee reading something laptop working remotely cafeteria,2,005101_005150
1006600351,https://ak.picdn.net/shutterstock/videos/1006600351/preview/stock-footage-slow-panning-view-of-pine-forest-in-asia.mp4,PT00H00M08S,005101_005150,Slow panning view of pine forest in asia,8.0,slow panning view pine forest asia,2,005101_005150
1065430639,https://ak.picdn.net/shutterstock/videos/1065430639/preview/stock-footage-metal-processing-factory-slow-motion.mp4,PT00H00M07S,005101_005150,"Metal processing factory, slow motion",7.0,metal processing factory slow motion,2,005101_005150
1029757463,https://ak.picdn.net/shutterstock/videos/1029757463/preview/stock-footage-hamburger-and-fries-being-served-on-the-table-in-a-bar.mp4,PT00H00M06S,005101_005150,Hamburger and fries being served on the table in a bar,6.0,hamburger fry served table bar,2,005101_005150
18581981,https://ak.picdn.net/shutterstock/videos/18581981/preview/stock-footage-accountant-woman-considers-on-the-calculator-profit.mp4,PT00H00M13S,005101_005150,Accountant woman considers on the calculator profit,13.0,accountant woman considers calculator profit,2,005101_005150
1047898414,https://ak.picdn.net/shutterstock/videos/1047898414/preview/stock-footage-acrobats-performing-a-stunt-beside-an-old-building.mp4,PT00H00M12S,005101_005150,Acrobats performing a stunt beside an old building.,12.0,acrobat performing stunt beside old building,2,005101_005150
1027201097,https://ak.picdn.net/shutterstock/videos/1027201097/preview/stock-footage-view-of-a-traditional-stone-oven-with-bread-cooking-as-the-door-is-closed.mp4,PT00H00M06S,005101_005150,View of a traditional stone oven with bread cooking as the door is closed.,6.0,view traditional stone oven bread cooking door closed,2,005101_005150
1550530,https://ak.picdn.net/shutterstock/videos/1550530/preview/stock-footage-russian-village-countryside-landscape-panning-russia-tula-byokhovo-polenovo-oka-river.mp4,PT00H00M10S,005101_005150,"Russian village countryside landscape panning - russia, tula, byokhovo, polenovo, oka river",10.0,russian village countryside landscape panning russia tula byokhovo polenovo oka river,2,005101_005150
1008963389,https://ak.picdn.net/shutterstock/videos/1008963389/preview/stock-footage-houses-in-the-countryside-in-barra-de-valizas-a-small-village-in-uruguay.mp4,PT00H00M10S,005101_005150,"Houses in the countryside in barra de valizas, a small village in uruguay",10.0,house countryside barra de valizas small village uruguay,2,005101_005150
5324762,https://ak.picdn.net/shutterstock/videos/5324762/preview/stock-footage-pregnant-rests-on-rock-and-strokes-her-belly.mp4,PT00H00M14S,005101_005150,Pregnant rests on rock and strokes her belly ,14.0,pregnant rest rock stroke belly,2,005101_005150
1016535589,https://ak.picdn.net/shutterstock/videos/1016535589/preview/stock-footage-pierce-ferry-road-arizona-united-states-native-version-native-material-straight-out-of-the-cam.mp4,PT00H00M42S,005101_005150,"Pierce ferry road, arizona, united states, native version. native material, straight out of the cam, ",42.0,pierce ferry road arizona united state native version native material straight cam,2,005101_005150
1034818247,https://ak.picdn.net/shutterstock/videos/1034818247/preview/stock-footage-family-of-wild-ducks-swim-in-the-lake.mp4,PT00H00M17S,005101_005150,Family of wild ducks swim in the lake,17.0,family wild duck swim lake,2,005101_005150
16322290,https://ak.picdn.net/shutterstock/videos/16322290/preview/stock-footage-hoopoe-singing-of-birds-live-sound.mp4,PT00H00M14S,005101_005150,Hoopoe. singing of birds. live sound,14.0,hoopoe singing bird live sound,2,005101_005150
1019322010,https://ak.picdn.net/shutterstock/videos/1019322010/preview/stock-footage-sunset-in-rayong-province-thailand.mp4,PT00H00M28S,005101_005150,"Sunset in rayong province, thailand",28.0,sunset rayong province thailand,2,005101_005150
4507124,https://ak.picdn.net/shutterstock/videos/4507124/preview/stock-footage-scenics-from-the-coral-reefs-of-the-mesoamerican-barrier-mayan-riviera-mexican-caribbean.mp4,PT00H00M21S,005101_005150,"Scenics from the coral reefs of the mesoamerican barrier. mayan riviera, mexican caribbean.",21.0,scenics coral reef mesoamerican barrier mayan riviera mexican caribbean,2,005101_005150
33288808,https://ak.picdn.net/shutterstock/videos/33288808/preview/stock-footage-beautiful-aerial-view-over-mountains-monte-baldo-and-villages-landscape.mp4,PT00H00M20S,005101_005150,"Beautiful aerial view over mountains monte baldo and villages, landscape",20.0,beautiful aerial view mountain monte baldo village landscape,2,005101_005150
30691795,https://ak.picdn.net/shutterstock/videos/30691795/preview/stock-footage-aerial-drone-view-of-beautiful-sea-and-sarasin-bridge-in-phuket-during-sunset-thailand.mp4,PT00H00M28S,005101_005150,"Aerial drone view of beautiful sea and sarasin bridge in phuket during sunset , thailand",28.0,aerial drone view beautiful sea sarasin bridge phuket sunset thailand,2,005101_005150
14030312,https://ak.picdn.net/shutterstock/videos/14030312/preview/stock-footage-close-up-of-woman-signing-documents.mp4,PT00H00M14S,005101_005150,Close-up of woman signing documents,14.0,closeup woman signing document,2,005101_005150
1025651903,https://ak.picdn.net/shutterstock/videos/1025651903/preview/stock-footage-aerial-view-from-the-drone-mountain-river-flows-among-the-dense-taiga-forest.mp4,PT00H00M17S,005101_005150,Aerial view from the drone. mountain river flows among the dense taiga forest.,17.0,aerial view drone mountain river flow among dense taiga forest,2,005101_005150
1048772461,https://ak.picdn.net/shutterstock/videos/1048772461/preview/stock-footage-stunning-aerial-panorama-view-of-locarno-cityscape-and-lake-maggiore-from-madonna-del-sasso-church.mp4,PT00H00M27S,005101_005150,"Stunning aerial panorama view of  locarno cityscape and lake maggiore from madonna del sasso church, snow covered swiss alps mountain and blue sky cloud in background in autumn, ticino, switzerland",27.0,stunning aerial panorama view locarno cityscape lake maggiore madonna del sasso church snow covered swiss alp mountain blue sky cloud background autumn ticino switzerland,2,005101_005150
1023170542,https://ak.picdn.net/shutterstock/videos/1023170542/preview/stock-footage-wedding-rings-lie-on-a-beautiful-wedding-bouquet-which-lays-on-the-chair.mp4,PT00H00M08S,005101_005150,Wedding rings lie on a beautiful wedding bouquet which lays on the chair,8.0,wedding ring lie beautiful wedding bouquet lay chair,2,005101_005150
1025025236,https://ak.picdn.net/shutterstock/videos/1025025236/preview/stock-footage-chef-prepares-rice-balls.mp4,PT00H00M06S,005101_005150,Chef prepares rice balls,6.0,chef prepares rice ball,2,005101_005150
11175230,https://ak.picdn.net/shutterstock/videos/11175230/preview/stock-footage-clouds-move.mp4,PT00H00M23S,005101_005150,Clouds move.,23.0,cloud move,2,005101_005150
17349880,https://ak.picdn.net/shutterstock/videos/17349880/preview/stock-footage-tooth.mp4,PT00H00M10S,005101_005150,Tooth,10.0,tooth,2,005101_005150
32200501,https://ak.picdn.net/shutterstock/videos/32200501/preview/stock-footage-young-person-small-business-technology-woman-working-as-photographer-in-studio-hispanic-girl.mp4,PT00H00M21S,005101_005150,"Young person, small business, technology. woman working as photographer in studio. hispanic girl with computer laptop for image review, editing. artist doing art production work",21.0,young person small business technology woman working photographer studio hispanic girl computer laptop image review editing artist art production work,2,005101_005150
10360031,https://ak.picdn.net/shutterstock/videos/10360031/preview/stock-footage-water-surface.mp4,PT00H00M31S,005101_005150,Water surface,31.0,water surface,2,005101_005150
1060022870,https://ak.picdn.net/shutterstock/videos/1060022870/preview/stock-footage-coral-reef-underwater-with-tropical-fish-hard-and-soft-corals-underwater-landscape-travel.mp4,PT00H00M19S,005101_005150,"Coral reef underwater with tropical fish. hard and soft corals, underwater landscape. travel vacation concept. panglao, bohol, philippines.",19.0,coral reef underwater tropical fish hard soft coral underwater landscape travel vacation concept panglao bohol philippine,2,005101_005150
30979756,https://ak.picdn.net/shutterstock/videos/30979756/preview/stock-footage-thoughtful-business-lady-with-glasses-in-her-hands-tries-to-find-a-way-out-of-a-difficult-situation.mp4,PT00H00M17S,005101_005150,Thoughtful business lady with glasses in her hands tries to find a way out of a difficult situation. the idea has come. success and recognition. business concept.,17.0,thoughtful business lady glass hand try find way difficult situation idea come success recognition business concept,2,005101_005150
1034122358,https://ak.picdn.net/shutterstock/videos/1034122358/preview/stock-footage-buck-with-velvet-antlers-eating-wildflowers-in-slow-motion-fps.mp4,PT00H00M20S,005101_005150,Buck with velvet antlers eating wildflowers in slow motion 24fps,20.0,buck velvet antler eating wildflower slow motion fps,2,005101_005150
1061103373,https://ak.picdn.net/shutterstock/videos/1061103373/preview/stock-footage-village-grow-up-children-elementary-school-boys-and-girls-gathering-at-playground-schoolyard-on.mp4,PT00H00M20S,005101_005150,Village grow up children elementary school boys and girls  gathering at playground schoolyard on summer getaway happy healthy smiling have fun recreation playing at the garden,20.0,village grow child elementary school boy girl gathering playground schoolyard summer getaway happy healthy smiling fun recreation playing garden,2,005101_005150
